Product,Reseller,Year,Quarter,Month,Sum of Order Quantity,Sum of Product Standard Cost,Sum of Sales Amount
"Mountain-100 Black, 44",Moderately-Priced Bikes Store,2017,Qtr 3,August,1,1898.0944,2024.994
"Mountain-100 Black, 44",Moderately-Priced Bikes Store,2017,Qtr 4,November,1,1898.0944,2024.994
"Mountain-100 Black, 44",Moderately-Priced Bikes Store,2018,Qtr 1,February,2,1898.0944,4049.988
"Mountain-100 Black, 44",Moderately-Priced Bikes Store,2018,Qtr 2,May,2,1898.0944,4049.988
"Mountain-100 Black, 44",Only Bikes and Accessories,2018,Qtr 2,May,2,1898.0944,4049.988
"Mountain-100 Black, 44",Original Bicycle Supply Company,2017,Qtr 3,July,2,1898.0944,4049.988
"Mountain-100 Black, 44",Original Bicycle Supply Company,2018,Qtr 1,January,2,1898.0944,4049.988
"Mountain-100 Black, 44",Original Bicycle Supply Company,2018,Qtr 2,April,2,1898.0944,4049.988
"Mountain-100 Black, 44",Outdoor Sports Supply,2018,Qtr 2,May,3,1898.0944,6074.982
"Mountain-100 Black, 44",Paint Supply,2017,Qtr 4,November,3,1898.0944,6074.982
"Mountain-100 Black, 44",Paint Supply,2018,Qtr 1,February,3,1898.0944,6074.982
"Mountain-100 Black, 44",Paint Supply,2018,Qtr 2,June,2,1898.0944,1096.8718
"Mountain-100 Black, 44",Permanent Finish Products,2017,Qtr 3,August,2,1898.0944,4049.988
"Mountain-100 Black, 44",Permanent Finish Products,2017,Qtr 4,November,3,1898.0944,6074.982
"Mountain-100 Black, 44",Permanent Finish Products,2018,Qtr 2,May,5,1898.0944,10124.97
"Mountain-100 Black, 44",Practical Bike Supply Company,2018,Qtr 1,February,1,1898.0944,2024.994
"Mountain-100 Black, 44",Quick Delivery Service,2018,Qtr 1,February,1,1898.0944,2024.994
"Mountain-100 Black, 44",Quick Delivery Service,2018,Qtr 2,June,3,1898.0944,1645.3076
"Mountain-100 Black, 44",Rapid Bikes,2017,Qtr 3,September,2,1898.0944,4049.988
"Mountain-100 Black, 44",Raw Materials Inc,2017,Qtr 3,August,2,1898.0944,4049.988
"Mountain-100 Black, 44",Raw Materials Inc,2017,Qtr 4,November,5,1898.0944,10124.97
"Mountain-100 Black, 44",Raw Materials Inc,2018,Qtr 1,February,2,1898.0944,4049.988
"Mountain-100 Black, 44",Raw Materials Inc,2018,Qtr 2,May,3,1898.0944,6074.982
"Mountain-100 Black, 44",Red Bicycle Company,2017,Qtr 3,September,5,1898.0944,10124.97
"Mountain-100 Black, 44",Red Bicycle Company,2018,Qtr 1,January,2,1898.0944,4049.988
"Mountain-100 Black, 44",Reliable Brake Systems,2017,Qtr 4,November,2,1898.0944,4049.988
"Mountain-100 Black, 44",Reliable Brake Systems,2018,Qtr 2,June,4,1898.0944,2193.7435
"Mountain-100 Black, 44",Resale Services,2017,Qtr 3,August,4,1898.0944,8099.976
"Mountain-100 Black, 44",Resale Services,2018,Qtr 1,February,5,1898.0944,10124.97
"Mountain-100 Black, 44",Resale Services,2018,Qtr 2,May,5,1898.0944,10124.97
"Mountain-100 Black, 44",Safe Toys,2017,Qtr 3,September,5,1898.0944,10124.97
"Mountain-100 Black, 44",Safe Toys,2018,Qtr 1,February,6,1898.0944,12149.964
"Mountain-100 Black, 44",Scratch-Resistant Finishes Company,2017,Qtr 4,November,1,1898.0944,2024.994
"Mountain-100 Black, 44",Scratch-Resistant Finishes Company,2018,Qtr 1,February,1,1898.0944,2024.994
"Mountain-100 Black, 44",Scratch-Resistant Finishes Company,2018,Qtr 2,May,1,1898.0944,2024.994
"Mountain-100 Black, 44",Serious Cycles,2017,Qtr 3,August,2,1898.0944,4049.988
"Mountain-100 Black, 44",Serious Cycles,2017,Qtr 4,November,12,1898.0944,23020.1318
"Mountain-100 Black, 44",Serious Cycles,2018,Qtr 1,February,4,1898.0944,8099.976
"Mountain-100 Black, 44",Serious Cycles,2018,Qtr 2,May,2,1898.0944,4049.988
"Mountain-100 Black, 44",Sharp Bikes,2017,Qtr 3,August,2,1898.0944,4049.988
"Mountain-100 Black, 44",Sixth Bike Store,2017,Qtr 3,August,1,1898.0944,2024.994
"Mountain-100 Black, 44",Sixth Bike Store,2018,Qtr 2,May,2,1898.0944,4049.988
"Mountain-100 Black, 44",Small Bike Shop,2017,Qtr 3,September,2,1898.0944,4049.988
"Mountain-100 Black, 44",Small Bike Shop,2017,Qtr 4,November,2,1898.0944,4049.988
"Mountain-100 Black, 44",Small Bike Shop,2018,Qtr 1,February,4,1898.0944,8099.976
"Mountain-100 Black, 44",Small Bike Shop,2018,Qtr 2,June,2,1898.0944,1096.8718
"Mountain-100 Black, 44",Some Discount Store,2017,Qtr 3,August,2,1898.0944,4049.988
"Mountain-100 Black, 44",Some Discount Store,2017,Qtr 4,November,4,1898.0944,8099.976
"Mountain-100 Black, 44",Some Discount Store,2018,Qtr 1,February,1,1898.0944,2024.994
"Mountain-100 Black, 44",Some Discount Store,2018,Qtr 2,May,1,1898.0944,2024.994
"Mountain-100 Black, 44",Sparkling Paint and Finishes,2018,Qtr 2,May,4,1898.0944,8099.976
"Mountain-100 Black, 44",Sports Commodities,2017,Qtr 3,September,1,1898.0944,2024.994
"Mountain-100 Black, 44",Sports Commodities,2018,Qtr 1,February,1,1898.0944,2024.994
"Mountain-100 Black, 44",Sports Sales and Rental,2017,Qtr 3,July,5,1898.0944,10124.97
"Mountain-100 Black, 44",Sports Sales and Rental,2017,Qtr 3,September,2,1898.0944,4049.988
"Mountain-100 Black, 44",Sports Sales and Rental,2018,Qtr 2,April,2,1898.0944,4049.988
"Mountain-100 Black, 44",Sturdy Toys,2017,Qtr 4,November,7,1898.0944,14174.958
"Mountain-100 Black, 44",Sturdy Toys,2018,Qtr 1,February,4,1898.0944,8099.976
"Mountain-100 Black, 44",Sturdy Toys,2018,Qtr 2,May,6,1898.0944,12149.964
"Mountain-100 Black, 44",Suburban Cycle Shop,2017,Qtr 4,November,2,1898.0944,4049.988
"Mountain-100 Black, 44",Suburban Cycle Shop,2018,Qtr 1,February,6,1898.0944,12149.964
"Mountain-100 Black, 44",The Bike Mechanics,2017,Qtr 3,September,1,1898.0944,2024.994
"Mountain-100 Black, 44",The Bike Mechanics,2018,Qtr 1,February,2,1898.0944,4049.988
"Mountain-100 Black, 44",The Gear Store,2017,Qtr 3,August,2,1898.0944,4049.988
"Mountain-100 Black, 44",The Gear Store,2018,Qtr 1,February,3,1898.0944,6074.982
"Mountain-100 Black, 44",The Gear Store,2018,Qtr 2,May,5,1898.0944,10124.97
"Mountain-100 Black, 44",Trailblazing Sports,2017,Qtr 3,September,6,1898.0944,12149.964
"Mountain-100 Black, 44",Trailblazing Sports,2018,Qtr 1,February,2,1898.0944,4049.988
"Mountain-100 Black, 44",Trailblazing Sports,2018,Qtr 2,June,3,1898.0944,1645.3076
"Mountain-100 Black, 44",Tread Industries,2017,Qtr 3,August,2,1898.0944,4049.988
"Mountain-100 Black, 44",Tread Industries,2017,Qtr 4,November,5,1898.0944,10124.97
"Mountain-100 Black, 44",Tread Industries,2018,Qtr 1,February,5,1898.0944,10124.97
"Mountain-100 Black, 44",Tread Industries,2018,Qtr 2,May,2,1898.0944,4049.988
"Mountain-100 Black, 44",Trusted Catalog Store,2018,Qtr 1,January,3,1898.0944,6074.982
"Mountain-100 Black, 44",Trusted Catalog Store,2018,Qtr 2,April,2,1898.0944,4049.988
"Mountain-100 Black, 44",Two-Wheeled Transit Company,2017,Qtr 3,August,3,1898.0944,6074.982
"Mountain-100 Black, 44",Two-Wheeled Transit Company,2017,Qtr 4,November,1,1898.0944,2024.994
"Mountain-100 Black, 44",Two-Wheeled Transit Company,2018,Qtr 2,May,2,1898.0944,4049.988
"Mountain-100 Black, 44",Ultimate Bike Shop,2017,Qtr 4,November,3,1898.0944,6074.982
"Mountain-100 Black, 44",Ultimate Bike Shop,2018,Qtr 1,February,2,1898.0944,4049.988
"Mountain-100 Black, 44",Ultimate Bike Shop,2018,Qtr 2,June,5,1898.0944,2742.1794
"Mountain-100 Black, 44",Unified Sports Company,2017,Qtr 3,August,3,1898.0944,6074.982
"Mountain-100 Black, 44",Unified Sports Company,2017,Qtr 4,November,5,1898.0944,10124.97
"Mountain-100 Black, 44",Unified Sports Company,2018,Qtr 1,February,4,1898.0944,8099.976
"Mountain-100 Black, 44",Unified Sports Company,2018,Qtr 2,May,2,1898.0944,4049.988
"Mountain-100 Black, 44",Unique Bikes,2017,Qtr 3,September,1,1898.0944,2024.994
"Mountain-100 Black, 44",Unique Bikes,2017,Qtr 4,November,1,1898.0944,2024.994
"Mountain-100 Black, 44",Unique Bikes,2018,Qtr 1,February,2,1898.0944,4049.988
"Mountain-100 Black, 44",Vast Bike Sales and Rental,2017,Qtr 4,November,2,1898.0944,4049.988
"Mountain-100 Black, 44",Vigorous Exercise Company,2017,Qtr 4,November,6,1898.0944,12149.964
"Mountain-100 Black, 44",Vigorous Exercise Company,2018,Qtr 1,February,4,1898.0944,8099.976
"Mountain-100 Black, 44",Vigorous Exercise Company,2018,Qtr 2,June,8,1898.0944,4387.487
"Mountain-100 Black, 44",Year-Round Sports,2017,Qtr 3,August,2,1898.0944,4049.988
"Mountain-100 Black, 44",Year-Round Sports,2018,Qtr 1,February,2,1898.0944,4049.988
"Mountain-100 Black, 44",Yellow Bicycle Company,2017,Qtr 3,September,2,1898.0944,4049.988
"Mountain-100 Black, 44",Yellow Bicycle Company,2018,Qtr 2,April,2,1898.0944,4049.988
"Mountain-100 Black, 48",[Not Applicable],2017,Qtr 3,July,7,13286.6608,23624.929999999993
"Mountain-100 Black, 48",[Not Applicable],2017,Qtr 3,August,1,1898.0944,3374.99
"Mountain-100 Black, 48",[Not Applicable],2017,Qtr 3,September,7,13286.6608,23624.929999999993
"Mountain-100 Black, 48",[Not Applicable],2017,Qtr 4,October,1,1898.0944,3374.99
"Mountain-100 Black, 48",[Not Applicable],2017,Qtr 4,November,5,9490.472,16874.949999999997
"Mountain-100 Black, 48",[Not Applicable],2017,Qtr 4,December,3,5694.2832,10124.97
"Mountain-100 Black, 48",[Not Applicable],2018,Qtr 1,January,3,5694.2832,10124.97
"Mountain-100 Black, 48",[Not Applicable],2018,Qtr 1,February,6,11388.5664,20249.939999999995
"Mountain-100 Black, 48",[Not Applicable],2018,Qtr 1,March,7,13286.6608,23624.929999999993
"Mountain-100 Black, 48",[Not Applicable],2018,Qtr 2,April,10,18980.944000000003,33749.89999999999
"Mountain-100 Black, 48",[Not Applicable],2018,Qtr 2,May,7,13286.6608,23624.929999999993
"Mountain-100 Black, 48",Basic Sports Equipment,2017,Qtr 4,November,2,1898.0944,4049.988
"Mountain-100 Black, 48",Better Bike Shop,2017,Qtr 3,July,1,1898.0944,2024.994
"Mountain-100 Black, 48",Better Bike Shop,2017,Qtr 3,September,2,1898.0944,4049.988
"Mountain-100 Black, 48",Better Bike Shop,2018,Qtr 1,January,8,1898.0944,16199.952
"Mountain-100 Black, 48",Better Bike Shop,2018,Qtr 2,April,2,1898.0944,4049.988
"Mountain-100 Black, 48",Bold Bike Accessories,2017,Qtr 4,November,3,1898.0944,6074.982
"Mountain-100 Black, 48",Bold Bike Accessories,2018,Qtr 1,February,3,1898.0944,6074.982
"Mountain-100 Black, 48",Bold Bike Accessories,2018,Qtr 2,May,8,1898.0944,16199.952
"Mountain-100 Black, 48",Brakes and Gears,2017,Qtr 4,November,4,1898.0944,8099.976
"Mountain-100 Black, 48",Brakes and Gears,2018,Qtr 1,February,7,1898.0944,14174.958
"Mountain-100 Black, 48",Brakes and Gears,2018,Qtr 2,May,4,1898.0944,8099.976
"Mountain-100 Black, 48",Brightwork Company,2017,Qtr 3,August,1,1898.0944,2024.994
"Mountain-100 Black, 48",Brightwork Company,2017,Qtr 4,November,2,1898.0944,4049.988
"Mountain-100 Black, 48",Brightwork Company,2018,Qtr 1,February,7,1898.0944,14174.958
"Mountain-100 Black, 48",Capable Sales and Service,2017,Qtr 3,July,1,1898.0944,2024.994
"Mountain-100 Black, 48",Capable Sales and Service,2017,Qtr 3,September,2,1898.0944,4049.988
"Mountain-100 Black, 48",Catalog Store,2017,Qtr 3,August,2,1898.0944,4049.988
"Mountain-100 Black, 48",Catalog Store,2018,Qtr 1,February,2,1898.0944,4049.988
"Mountain-100 Black, 48",Catalog Store,2018,Qtr 2,May,2,1898.0944,4049.988
"Mountain-100 Black, 48",Central Discount Store,2017,Qtr 4,November,3,1898.0944,6074.982
"Mountain-100 Black, 48",Central Discount Store,2018,Qtr 1,February,1,1898.0944,2024.994
"Mountain-100 Black, 48",Central Discount Store,2018,Qtr 2,June,1,1898.0944,548.4359
"Mountain-100 Black, 48",Clamps & Brackets Co.,2017,Qtr 3,July,1,1898.0944,2024.994
"Mountain-100 Black, 48",Clamps & Brackets Co.,2018,Qtr 1,January,2,1898.0944,4049.988
"Mountain-100 Black, 48",Consolidated Sales,2017,Qtr 3,August,2,1898.0944,4049.988
"Mountain-100 Black, 48",Consolidated Sales,2017,Qtr 4,November,2,1898.0944,4049.988
"Mountain-100 Black, 48",Consolidated Sales,2018,Qtr 1,February,1,1898.0944,2024.994
"Mountain-100 Black, 48",Cross-Country Riding Supplies,2017,Qtr 3,August,1,1898.0944,2024.994
"Mountain-100 Black, 48",Cross-Country Riding Supplies,2018,Qtr 1,February,2,1898.0944,4049.988
"Mountain-100 Black, 48",Cross-Country Riding Supplies,2018,Qtr 2,May,1,1898.0944,2024.994
"Mountain-100 Black, 48",Downtown Hotel,2017,Qtr 3,September,2,1898.0944,4049.988
"Mountain-100 Black, 48",Downtown Hotel,2017,Qtr 4,November,2,1898.0944,4049.988
"Mountain-100 Black, 48",Downtown Hotel,2018,Qtr 1,February,2,1898.0944,4049.988
"Mountain-100 Black, 48",Downtown Hotel,2018,Qtr 2,June,2,1898.0944,1096.8718
"Mountain-100 Black, 48",eCommerce Bikes,2017,Qtr 3,August,2,1898.0944,4049.988
"Mountain-100 Black, 48",eCommerce Bikes,2017,Qtr 4,November,2,1898.0944,4049.988
"Mountain-100 Black, 48",eCommerce Bikes,2018,Qtr 1,February,5,1898.0944,10124.97
"Mountain-100 Black, 48",eCommerce Bikes,2018,Qtr 2,May,2,1898.0944,4049.988
"Mountain-100 Black, 48",Elemental Sporting Goods,2017,Qtr 3,September,1,1898.0944,2024.994
"Mountain-100 Black, 48",Elemental Sporting Goods,2017,Qtr 4,November,2,1898.0944,4049.988
"Mountain-100 Black, 48",Elemental Sporting Goods,2018,Qtr 2,June,2,1898.0944,1096.8718
"Mountain-100 Black, 48",Extended Bike Sales,2017,Qtr 3,September,4,1898.0944,8099.976
"Mountain-100 Black, 48",Extended Bike Sales,2017,Qtr 4,November,8,1898.0944,16199.952
"Mountain-100 Black, 48",Extended Bike Sales,2018,Qtr 1,February,8,1898.0944,16199.952
"Mountain-100 Black, 48",Extended Bike Sales,2018,Qtr 2,June,8,1898.0944,4387.487
"Mountain-100 Black, 48",Fashionable Bikes and Accessories,2017,Qtr 3,September,4,1898.0944,8099.976
"Mountain-100 Black, 48",Fashionable Bikes and Accessories,2017,Qtr 4,November,9,1898.0944,18224.946
"Mountain-100 Black, 48",Fashionable Bikes and Accessories,2018,Qtr 1,February,3,1898.0944,6074.982
"Mountain-100 Black, 48",Fashionable Bikes and Accessories,2018,Qtr 2,June,5,1898.0944,2742.1794
"Mountain-100 Black, 48",Full-Service Bike Store,2018,Qtr 1,February,2,1898.0944,4049.988
"Mountain-100 Black, 48",Full-Service Bike Store,2018,Qtr 2,June,2,1898.0944,1096.8718
"Mountain-100 Black, 48",General Cycle Storehouse,2018,Qtr 1,February,2,1898.0944,4049.988
"Mountain-100 Black, 48",General Department Stores,2017,Qtr 3,August,1,1898.0944,2024.994
"Mountain-100 Black, 48",Global Plaza,2017,Qtr 4,November,2,1898.0944,4049.988
"Mountain-100 Black, 48",Global Plaza,2018,Qtr 2,June,2,1898.0944,1096.8718
"Mountain-100 Black, 48",Golf and Cycle Store,2017,Qtr 3,September,3,1898.0944,6074.982
"Mountain-100 Black, 48",Golf and Cycle Store,2017,Qtr 4,November,5,1898.0944,10124.97
"Mountain-100 Black, 48",Golf and Cycle Store,2018,Qtr 1,February,2,1898.0944,4049.988
"Mountain-100 Black, 48",Golf and Cycle Store,2018,Qtr 2,June,5,1898.0944,2742.1794
"Mountain-100 Black, 48",Great Bicycle Supply,2017,Qtr 3,August,2,1898.0944,4049.988
"Mountain-100 Black, 48",Great Bicycle Supply,2017,Qtr 4,November,9,1898.0944,18224.946
"Mountain-100 Black, 48",Great Bicycle Supply,2018,Qtr 1,February,2,1898.0944,4049.988
"Mountain-100 Black, 48",Great Bicycle Supply,2018,Qtr 2,May,4,1898.0944,8099.976
"Mountain-100 Black, 48",Great Bikes,2017,Qtr 3,July,5,1898.0944,10124.97
"Mountain-100 Black, 48",Great Bikes,2018,Qtr 1,January,4,1898.0944,8099.976
"Mountain-100 Black, 48",Great Bikes,2018,Qtr 2,April,2,1898.0944,4049.988
"Mountain-100 Black, 48",Greater Bike Store,2018,Qtr 2,June,1,1898.0944,548.4359
"Mountain-100 Black, 48",Handy Bike Services,2017,Qtr 3,August,2,1898.0944,4049.988
"Mountain-100 Black, 48",Hardware Components,2017,Qtr 3,August,4,1898.0944,8099.976
"Mountain-100 Black, 48",Hardware Components,2017,Qtr 4,November,8,1898.0944,16199.952
"Mountain-100 Black, 48",Hardware Components,2018,Qtr 1,February,4,1898.0944,8099.976
"Mountain-100 Black, 48",Hardware Components,2018,Qtr 2,May,8,1898.0944,16199.952
"Mountain-100 Black, 48",Journey Sporting Goods,2017,Qtr 3,August,2,1898.0944,4049.988
"Mountain-100 Black, 48",Journey Sporting Goods,2017,Qtr 4,November,2,1898.0944,4049.988
"Mountain-100 Black, 48",Journey Sporting Goods,2018,Qtr 1,February,2,1898.0944,4049.988
"Mountain-100 Black, 48",Juvenile Sports Equipment,2017,Qtr 3,September,2,1898.0944,4049.988
"Mountain-100 Black, 48",Juvenile Sports Equipment,2018,Qtr 2,April,4,1898.0944,8099.976
"Mountain-100 Black, 48",Latest Sports Equipment,2017,Qtr 3,July,1,1898.0944,2024.994
"Mountain-100 Black, 48",Latest Sports Equipment,2017,Qtr 3,September,7,1898.0944,14174.958
"Mountain-100 Black, 48",Latest Sports Equipment,2018,Qtr 1,January,2,1898.0944,4049.988
"Mountain-100 Black, 48",Latest Sports Equipment,2018,Qtr 2,April,2,1898.0944,4049.988
"Mountain-100 Black, 48",Metro Cycle Shop,2017,Qtr 3,September,5,1898.0944,10124.97
"Mountain-100 Black, 48",Metro Cycle Shop,2018,Qtr 1,February,2,1898.0944,4049.988
"Mountain-100 Black, 48",Metro Cycle Shop,2018,Qtr 2,June,2,1898.0944,1096.8718
"Mountain-100 Black, 48",Moderately-Priced Bikes Store,2018,Qtr 2,May,2,1898.0944,4049.988
"Mountain-100 Black, 48",Next-Door Bike Store,2017,Qtr 3,September,2,1898.0944,4049.988
"Mountain-100 Black, 48",Only Bikes and Accessories,2017,Qtr 4,November,1,1898.0944,2024.994
"Mountain-100 Black, 48",Only Bikes and Accessories,2018,Qtr 1,February,2,1898.0944,4049.988
"Mountain-100 Black, 48",Only Bikes and Accessories,2018,Qtr 2,May,1,1898.0944,2024.994
"Mountain-100 Black, 48",Original Bicycle Supply Company,2017,Qtr 3,July,2,1898.0944,4049.988
"Mountain-100 Black, 48",Outdoor Sports Supply,2017,Qtr 3,August,1,1898.0944,2024.994
"Mountain-100 Black, 48",Outdoor Sports Supply,2017,Qtr 4,November,6,1898.0944,12149.964
"Mountain-100 Black, 48",Outdoor Sports Supply,2018,Qtr 1,February,4,1898.0944,8099.976
"Mountain-100 Black, 48",Outdoor Sports Supply,2018,Qtr 2,May,4,1898.0944,8099.976
"Mountain-100 Black, 48",Paint Supply,2017,Qtr 4,November,5,1898.0944,10124.97
"Mountain-100 Black, 48",Paint Supply,2018,Qtr 2,June,3,1898.0944,1645.3076
"Mountain-100 Black, 48",Permanent Finish Products,2017,Qtr 3,August,5,1898.0944,10124.97
"Mountain-100 Black, 48",Permanent Finish Products,2017,Qtr 4,November,5,1898.0944,10124.97
"Mountain-100 Black, 48",Permanent Finish Products,2018,Qtr 1,February,1,1898.0944,2024.994
"Mountain-100 Black, 48",Quick Delivery Service,2018,Qtr 2,June,2,1898.0944,1096.8718
"Mountain-100 Black, 48",Rapid Bikes,2017,Qtr 4,November,3,1898.0944,6074.982
"Mountain-100 Black, 48",Rapid Bikes,2018,Qtr 1,February,2,1898.0944,4049.988
"Mountain-100 Black, 48",Raw Materials Inc,2017,Qtr 3,August,2,1898.0944,4049.988
"Mountain-100 Black, 48",Raw Materials Inc,2018,Qtr 1,February,3,1898.0944,6074.982
"Mountain-100 Black, 48",Raw Materials Inc,2018,Qtr 2,May,3,1898.0944,6074.982
"Mountain-100 Black, 48",Red Bicycle Company,2017,Qtr 3,September,4,1898.0944,8099.976
"Mountain-100 Black, 48",Red Bicycle Company,2018,Qtr 1,January,2,1898.0944,4049.988
"Mountain-100 Black, 48",Red Bicycle Company,2018,Qtr 2,April,2,1898.0944,4049.988
"Mountain-100 Black, 48",Reliable Brake Systems,2017,Qtr 3,September,1,1898.0944,2024.994
"Mountain-100 Black, 48",Reliable Brake Systems,2018,Qtr 2,June,1,1898.0944,548.4359
"Mountain-100 Black, 48",Resale Services,2017,Qtr 3,August,2,1898.0944,4049.988
"Mountain-100 Black, 48",Resale Services,2017,Qtr 4,November,2,1898.0944,4049.988
"Mountain-100 Black, 48",Resale Services,2018,Qtr 1,February,1,1898.0944,2024.994
"Mountain-100 Black, 48",Resale Services,2018,Qtr 2,May,4,1898.0944,8099.976
"Mountain-100 Black, 48",Safe Toys,2018,Qtr 2,June,4,1898.0944,2193.7435
"Mountain-100 Black, 48",Scratch-Resistant Finishes Company,2017,Qtr 3,August,1,1898.0944,2024.994
"Mountain-100 Black, 48",Serious Cycles,2017,Qtr 3,August,3,1898.0944,6074.982
"Mountain-100 Black, 48",Serious Cycles,2017,Qtr 4,November,6,1898.0944,12149.964
"Mountain-100 Black, 48",Serious Cycles,2018,Qtr 1,February,2,1898.0944,4049.988
"Mountain-100 Black, 48",Serious Cycles,2018,Qtr 2,May,4,1898.0944,8099.976
"Mountain-100 Black, 48",Sharp Bikes,2017,Qtr 3,August,3,1898.0944,6074.982
"Mountain-100 Black, 48",Sharp Bikes,2017,Qtr 4,November,1,1898.0944,2024.994
"Mountain-100 Black, 48",Sharp Bikes,2018,Qtr 1,February,1,1898.0944,2024.994
"Mountain-100 Black, 48",Sharp Bikes,2018,Qtr 2,May,2,1898.0944,4049.988
"Mountain-100 Black, 48",Sixth Bike Store,2017,Qtr 4,November,3,1898.0944,6074.982
"Mountain-100 Black, 48",Sixth Bike Store,2018,Qtr 1,February,1,1898.0944,2024.994
"Mountain-100 Black, 48",Sixth Bike Store,2018,Qtr 2,May,2,1898.0944,4049.988
"Mountain-100 Black, 48",Small Bike Shop,2017,Qtr 3,September,4,1898.0944,8099.976
"Mountain-100 Black, 48",Small Bike Shop,2017,Qtr 4,November,2,1898.0944,4049.988
"Mountain-100 Black, 48",Small Bike Shop,2018,Qtr 1,February,4,1898.0944,8099.976
"Mountain-100 Black, 48",Small Bike Shop,2018,Qtr 2,June,5,1898.0944,2742.1794
"Mountain-100 Black, 48",Some Discount Store,2017,Qtr 3,August,5,1898.0944,10124.97
"Mountain-100 Black, 48",Some Discount Store,2017,Qtr 4,November,5,1898.0944,10124.97
"Mountain-100 Black, 48",Some Discount Store,2018,Qtr 1,February,1,1898.0944,2024.994
"Mountain-100 Black, 48",Some Discount Store,2018,Qtr 2,May,1,1898.0944,2024.994
"Mountain-100 Black, 48",Sparkling Paint and Finishes,2017,Qtr 3,August,2,1898.0944,4049.988
"Mountain-100 Black, 48",Sparkling Paint and Finishes,2017,Qtr 4,November,2,1898.0944,4049.988
"Mountain-100 Black, 48",Sparkling Paint and Finishes,2018,Qtr 2,May,3,1898.0944,6074.982
"Mountain-100 Black, 48",Sports Commodities,2017,Qtr 3,September,2,1898.0944,4049.988
"Mountain-100 Black, 48",Sports Commodities,2018,Qtr 1,February,1,1898.0944,2024.994
"Mountain-100 Black, 48",Sports Sales and Rental,2017,Qtr 3,July,6,1898.0944,12149.964
"Mountain-100 Black, 48",Sports Sales and Rental,2018,Qtr 2,April,2,1898.0944,4049.988
"Mountain-100 Black, 48",Sturdy Toys,2017,Qtr 4,November,2,1898.0944,4049.988
"Mountain-100 Black, 48",Sturdy Toys,2018,Qtr 1,February,8,1898.0944,16199.952
"Mountain-100 Black, 48",Sturdy Toys,2018,Qtr 2,May,6,1898.0944,12149.964
"Mountain-100 Black, 48",Suburban Cycle Shop,2017,Qtr 3,August,1,1898.0944,2024.994
"Mountain-100 Black, 48",The Bike Mechanics,2017,Qtr 3,September,2,1898.0944,4049.988
"Mountain-100 Black, 48",The Bike Mechanics,2017,Qtr 4,November,2,1898.0944,4049.988
"Mountain-100 Black, 48",The Bike Mechanics,2018,Qtr 2,June,4,1898.0944,2193.7435
"Mountain-100 Black, 48",The Gear Store,2017,Qtr 3,August,1,1898.0944,2024.994
"Mountain-100 Black, 48",The Gear Store,2017,Qtr 4,November,2,1898.0944,4049.988
"Mountain-100 Black, 48",The Gear Store,2018,Qtr 2,May,4,1898.0944,8099.976
"Mountain-100 Black, 48",Trailblazing Sports,2017,Qtr 3,September,4,1898.0944,8099.976
"Mountain-100 Black, 48",Trailblazing Sports,2017,Qtr 4,November,3,1898.0944,6074.982
"Mountain-100 Black, 48",Trailblazing Sports,2018,Qtr 2,June,3,1898.0944,1645.3076
"Mountain-100 Black, 48",Tread Industries,2017,Qtr 3,August,6,1898.0944,12149.964
"Mountain-100 Black, 48",Tread Industries,2017,Qtr 4,November,5,1898.0944,10124.97
"Mountain-100 Black, 48",Tread Industries,2018,Qtr 1,February,7,1898.0944,14174.958
"Mountain-100 Black, 48",Tread Industries,2018,Qtr 2,May,2,1898.0944,4049.988
"Mountain-100 Black, 48",Trusted Catalog Store,2017,Qtr 3,July,2,1898.0944,4049.988
"Mountain-100 Black, 48",Trusted Catalog Store,2017,Qtr 3,September,1,1898.0944,2024.994
"Mountain-100 Black, 48",Trusted Catalog Store,2018,Qtr 1,January,3,1898.0944,6074.982
"Mountain-100 Black, 48",Trusted Catalog Store,2018,Qtr 2,April,4,1898.0944,8099.976
"Mountain-100 Black, 48",Two-Wheeled Transit Company,2017,Qtr 3,August,1,1898.0944,2024.994
"Mountain-100 Black, 48",Ultimate Bike Shop,2017,Qtr 3,September,3,1898.0944,6074.982
"Mountain-100 Black, 48",Ultimate Bike Shop,2017,Qtr 4,November,2,1898.0944,4049.988
"Mountain-100 Black, 48",Ultimate Bike Shop,2018,Qtr 2,June,2,1898.0944,1096.8718
"Mountain-100 Black, 48",Unified Sports Company,2018,Qtr 1,February,2,1898.0944,4049.988
"Mountain-100 Black, 48",Unified Sports Company,2018,Qtr 2,May,3,1898.0944,6074.982
"Mountain-100 Black, 48",Unique Bikes,2017,Qtr 4,November,2,1898.0944,4049.988
"Mountain-100 Black, 48",Unique Bikes,2018,Qtr 1,February,1,1898.0944,2024.994
"Mountain-100 Black, 48",Unique Bikes,2018,Qtr 2,June,1,1898.0944,548.4359
"Mountain-100 Black, 48",Vast Bike Sales and Rental,2017,Qtr 3,August,4,1898.0944,8099.976
"Mountain-100 Black, 48",Vast Bike Sales and Rental,2018,Qtr 1,February,2,1898.0944,4049.988
"Mountain-100 Black, 48",Vast Bike Sales and Rental,2018,Qtr 2,May,2,1898.0944,4049.988
"Mountain-100 Black, 48",Vigorous Exercise Company,2017,Qtr 3,September,4,1898.0944,8099.976
"Mountain-100 Black, 48",Vigorous Exercise Company,2017,Qtr 4,November,6,1898.0944,12149.964
